network,address,name,txcount,create_date
mainnet,0x3c11cb1eeab17c15570c59913a5dbf8dcc5b4b71,Project,75,4/11/2022
mainnet,0x95a3913dbaf7d4fab5933e06c5f795a664dca04b,UltramanInu,75,4/16/2022
mainnet,0xaba3506ddf718278632b245ad0d86bb81070ba47,PartyBidFactory,75,9/24/2021
mainnet,0x21f0efcaccf5eee6bc96875f80b12a4e026231c9,CronUpkeepFactory,75,4/22/2022
mainnet,0x6c217a78272e810affcc8f3494efb638b17f476d,WalletFactory,75,4/13/2021
goerli,0x0f849f8b1ec272f220d9506734fcb1db08c73abf,StreetCredLedger,75,5/03/2022
mainnet,0xcde415449c2ba1cafb550ff89aef47c884dda403,RaffleFactory,75,8/27/2022
goerli,0xcec770ba360adf184c961a3494521f1b5dcea39c,DynamicBlueprintsFactory,75,2/28/2023
goerli,0xed2ff20b4476c68548c9e1a9285cca32882c10fc,GnosisSafeProxy,75,10/17/2022
goerli,0x6ce570d02d73d4c384b46135e87f8c592a8c86da,Vyper_contract,75,8/23/2019
mainnet,0xccf2354d1be5e84e24d563f8a9a33b0563ff553f,CakeStack,74,9/28/2022
mainnet,0x075a5d77e17502aba0388746aa229bb33682f521,TopCoinDistribution,74,8/28/2017
mainnet,0x26594bfb403c4bf5520b5ac6d06825f60f5b604f,Indelible,74,10/03/2022
mainnet,0x6598d4366d5a45de4bf2d2468d877e0b6436ae76,StrategyVesper,74,5/30/2021
mainnet,0x5662e299147336b31b82ef37a76207d53c97a969,CurveVaultFactory,74,5/24/2022
mainnet,0x41c1fb8d73a522d7629efb5dc8e3092bfef85fa4,BuybackBabyToken,74,2/04/2022
mainnet,0x13c645bd9d6f7b133e143726b7f26c704eb56005,xSAFX,74,7/15/2022
mainnet,0x4f9e2e709895cc8ae62be86c6289f7081ba048a6,SubwayJesusPamphlets,74,12/25/2022
mainnet,0x007fe70dc9797c4198528ae43d8195fff82bdc95,BondFixedExpiryTeller,74,11/19/2022
mainnet,0x673662e97b05e001816c380ba5a628d2e29f55d1,IntegralFactory,74,3/25/2021
mainnet,0x357f69c9d7680c84c2bb26864a0f50bc561166d0,ICOCappedRefundableCrowdsale,74,7/13/2018
mainnet,0xd854ba3be2cb4e32612736dcbfee212ca22e7eae,InscriptionFactory,74,6/02/2023
goerli,0x10a725e783080b8d14433b0a10314eef253a0f96,ScratchToken,74,9/04/2022
goerli,0xb3ecd317f36370f982292b18eea61e5971a99571,Noetsi,74,2/06/2023
goerli,0x8fce002c320e85e4d8c111e6f46ee4cdb3ebc67e,RwaTokenFactory,74,7/27/2022
goerli,0x174e97b891701d207bd48087fe9e3b3d10ed7c99,InitialLiquidityVaultFactory,74,9/13/2022
mainnet,0xf4ad8b25ae56c6b9dc7575370fe97bfbc17d1baf,,74,10/29/2020
mainnet,0xa58def73c5306df55e3267a02a09a05886de564a,ShibPulse,73,8/13/2022
mainnet,0x0c8af56f7650a6e3685188d212044338c21d3f73,HolographGenesis,73,12/16/2022
mainnet,0xad914477d1a77af9ab1e0bb72d8e638df9d0ae80,BabyQOM,73,3/27/2022
mainnet,0x9c319dc47ca6c8c5e130d5aef5b8a40cce9e877e,UniV3VaultGovernance,73,12/20/2022
mainnet,0x967958db20f9466d2fb3f1dee866671155fb308f,OKLGAtomicSwap,73,2/04/2022
mainnet,0xe173d11bbb67d46979765f88d3d4449f37cefb5a,SafuAI,73,2/05/2023
mainnet,0x8c7b0f14851009008b8b592685292ef384170b93,InflationRepel,73,9/06/2022
mainnet,0xda49eea21dc1ceb216bcc673949b3d8b7bed5770,TradefiX,73,2/08/2023
mainnet,0x347bcd0599589ba3c4033f8278510e78584dad4b,TarotEth,73,11/01/2022
goerli,0xcc5d934ccfd1ceaca88823f8dff7e29ac15054b4,ProxyDeployer,73,11/15/2021
goerli,0x77326bcbbd9e32a02d3949f5d5731789762f095b,Lottery,73,9/25/2022
goerli,0x78d4f01f56b982a3b03c4e127a5d3afa8ebee686,EntryPoint,73,12/15/2022
sepolia,0xee2cc6227dd684e5521c7b8e2a4c5d31388e2cc3,EntryPoint,73,6/13/2023
mainnet,0x455e4a4fd8d9af5737aba071293cecc1a30329bb,shiBONEum,73,3/15/2023
mainnet,0xe1f5d495e56bfc1779131112a94a9c52ae1aff22,,73,1/18/2022
mainnet,0x989c370222c64810bcb12b5cf98bb7d5087dd6f7,,73,1/08/2021
mainnet,0xcb7f070fda083e8e5f40559376c360f0709e985c,DeckCoinCrowdsale,72,10/19/2017
mainnet,0xfe17a501c30cc366a032acc2724af3535d35185c,WRLCrowdsale,72,4/15/2018
mainnet,0xa1fb105125c0849f86892813715238f8a3afbdab,MOBToken,72,5/29/2018
mainnet,0x1ebd93231a7fe551e1d6405404df34909eff4c2c,EthUsdPriceFeed,72,7/12/2021
mainnet,0xb66a0d2d0941576c1b96bcbbccd3cc1acbb4dda6,SolidlyDeployer,72,12/07/2022
mainnet,0x71ad3c0d535bbc60f699cc320e2f5cde315a9781,Prey,72,12/25/2021
goerli,0x366ab3ebb154396d5f0f66a610eb9baa2b0e9357,FakeArtMinter,72,9/16/2021
mainnet,0xb10926ab97774c3d08a7ed4bc7e65eb0ad09bb3d,FundsDistributorFactory,72,4/12/2021
mainnet,0x8fe00a685bcb3b2cc296ff6ffeab10aca4ce1538,GraphProxy,72,12/14/2020
goerli,0xfb72239394647e97894585d0d93ca91f6c3852a4,,72,1/26/2023
mainnet,0x6e3565b525d5f80ec1f516319807a1df67760660,Z3roIdentity,71,6/30/2022
mainnet,0x999e448096a823fe2b973f8e89a23abeb7123705,OtoCorp,71,10/26/2021
mainnet,0x77773fc3c899ded0daad2f35c57b60681493a581,DuneVault,71,3/07/2023
mainnet,0xa964d6e8d90e5cd12592a8ef2b1735dae9ba0840,Caviar,71,1/25/2023
mainnet,0xa51ff79a04954819e625831c6ff61293dcc54c4c,GotCrowdSale,71,6/19/2018
mainnet,0x7e5a706408dad1f0bd0d4ccdac30a5d69647b3f2,FOMOHODL,71,11/24/2021
mainnet,0xb78a7e20a264902d8ebe4d0c9efaea634a88ec3a,SHIBADICE,71,2/04/2023
mainnet,0x9e10170d7a5f2b38d53497d7a3edd18f4e9e62f9,lasershiba,71,1/15/2023
goerli,0x0c3aa91273604bf7cdf799b8960a97313936c422,TokenFactory,71,6/21/2021
goerli,0x7a908b07b2e3569e1e6fe5bb7ce3ee74846f2af9,DomainVaultFactory,71,8/21/2022
goerli,0x4136de5b9b67181d6303f703934934517d4a435d,ERC20FreeFactory,71,7/27/2022
goerli,0x06ba0ca9d04be18baf2aad5549e16d5eae80126b,TransparentUpgradeableProxy,71,12/08/2022
mainnet,0x8fe10e78db57261917487a0525c46343bd0fa0e8,VOYAY,70,8/05/2021
mainnet,0x8b310c52efab7f03f6c9cb73861fd1b97db48e48,KangalInuToken,70,8/20/2022
mainnet,0xfb7de50249018eda150229ab28ceae8b7019e4e9,RyujinDragon,70,7/06/2022
mainnet,0x4e7bbd911cf1efa442bc1b2e9ea01ffe785412ec,LiquidityGaugeFactory,70,3/26/2022
mainnet,0x68c1d9b78ecc4510ef8dce065534feeb8c5a0e6f,AugustusSwapper,70,1/27/2023
mainnet,0x052a0802ebba55e3d939ed7136a79762303c8f96,BabyCult,70,3/29/2022
mainnet,0x31ce064c35e03f0bc9d746835e25a98d944a24d3,VaultSystemSpaceX,70,3/02/2021
mainnet,0x65d22f2b883f4527ba64d6f5123cb4f04cccae98,VestingFactory,70,8/08/2022
mainnet,0xf2712e7114a237625efc8bba6a6ed1bb8b6029c9,BtcUsdPriceFeed,70,7/12/2021
mainnet,0x0c625491837ef701b3569eb370ca0e2c079cf349,REFLECT,70,3/12/2022
goerli,0xdf597a70b286d58eea6824837e9b812dd4b03390,Today,70,9/25/2022
goerli,0x56434e34e7771aa9680d09220fe5d4d5c305323a,,70,11/26/2021
goerli,0x4077b8554a5f9a3c2d10c6bb467b7e26caf65ad9,Create2Deployer,70,7/13/2022
mainnet,0x0d0e59032519036018c9e8d9f420a3f3cc3fad65,Distribution,69,5/11/2021
mainnet,0xa916cfcce2796e808626cde99f9995eb189aa89d,RecycleFactory,69,1/19/2022
mainnet,0xaf7b72c8d7ef94f8e93c1db834e4fe6032d98d25,PrincebinShiba,69,7/06/2022
mainnet,0x6063f73fd4701ae7ffe7e5d990f2804538a4c199,FloraFicToken,69,3/24/2018
mainnet,0x09e1b0e5897bbf1be4099e433105805c9130386a,MyStorage,69,4/04/2022
mainnet,0xf4b3340b2726d3d91c2d564e0aa51b8e6cc10f4e,DividendTracker,69,2/03/2023
mainnet,0x74cf636952cab6faf562d0dce76d4bce6c191be3,BUHUNDSKIBBLES,69,10/12/2022
mainnet,0x6ef0f6be2556cfaff90bf0d572d7e38a13d715ad,EditionsFactory,69,2/12/2022
mainnet,0xde7c02ad2b925587bd16724810f994a2948c4a38,DesignatedVotingFactory,69,2/25/2021
mainnet,0xc63de7a5849bc3d7d29b9e396955e9ccd8836a4e,EightEqualsD,69,6/01/2023
mainnet,0xf1dd337807291c4716a08f8f3b72edefa1d9ab1b,THEShib,69,10/20/2022
mainnet,0xd3f5bbec94c5b16b68ada1721bbd7a9d6af8cc27,SMOLNft,69,9/15/2022
mainnet,0xf0300337e920ae843040a71584f870ae719bf5ed,Crowdsale,69,12/15/2017
mainnet,0xbe674ee927bd848b155a7662bf712ad25fc6fea2,Indelible,69,2/25/2023
goerli,0xa3afd68122a21c7d21ddd95e5c077f958da46662,BtcUsdPriceFeed,69,5/28/2021
goerli,0xe53da08d40bc1310cff1248b1efed4a9d9496a25,BtcUsdPriceFeed,69,7/08/2021
goerli,0x1bc19234731256e8176126a87c6ffc1dd6df9d07,UniqueCollectionCloneFactoryV1,69,7/18/2022
mainnet,0x96d25255afd756ada0dd548db0a5a10bbf4b538e,BANANAS,68,6/19/2022
mainnet,0x1e8bbc1ca0aeae85f30d5fb701917cd205bfb60a,BayBlade,68,8/02/2021
mainnet,0x24d221f7c44bc7ec5bee9a10794deb6fbe1fcd39,CollectorsEdition,68,11/11/2022
mainnet,0x7cd51fa7e155805c34f333ba493608742a67da8e,JPEGminer,68,12/07/2021
mainnet,0xddba0fe2a9d15e7885d1a944679280ac40420ce0,FrameDataStoreOwnable,68,9/12/2022
mainnet,0x76d6f8594b8a81659f2e0ac7fbd5657a71cec425,TrumpBank,68,10/29/2022
mainnet,0xa9183bd6fff2d50398e95a1bf2faa98aff2fbe76,Factory,68,1/04/2022
goerli,0x2d378a4978be03006615fdcbae1f6330e99eaf52,XLARSCValveFactory,68,2/25/2023
goerli,0x0aaa1e0f026c194e0f951a7763f9edc796c6edee,JoinFab,68,10/16/2021
sepolia,0x0b51d3df1a9c52f6c057de4fd98d2fcc9baa25e2,Factory,68,5/25/2023
sepolia,0x7a0d94f55792c434d74a40883c6ed8545e406d12,,68,9/01/2022
mainnet,0x49a4a2c8a1a14ec83034e253e89d33da217dfffc,MiniMeTokenFactory,67,9/22/2018
mainnet,0xda225006c036675b3947bcb6c4f5832a211081ac,DOGEMERICA,67,7/04/2022
mainnet,0x3b2d699110aa1788b2b1cae336e0ba8ff942a390,RareSpaceNFTContractFactory,67,2/09/2022
mainnet,0xfa936b154831b2297694a330728a5e2b08d0d51c,Mimic,67,5/28/2022
mainnet,0xe822768458b10ac4f6705e3e73635d8b0e71ece8,CrownDoge,67,2/03/2023
mainnet,0x9426788c6435615b7eb8d831d54706dd324c3696,StabilizerProtocol,67,12/28/2022
mainnet,0x23c45c33be424cd2500323739bba08a1cfd51217,R,67,4/19/2022
mainnet,0x8226cde3052d0aba0e43989b86655bfad9b2be01,KENTAINU,67,2/17/2023
mainnet,0x9961f05a53a1944001c0df650a5aff65b21a37d0,LiquidFactory,67,3/07/2022
mainnet,0x27500ae27b6b6ad7de7d64b1def90f3e6e7ced47,MetaIdentityManager,67,11/30/2017
mainnet,0x9be88cc59e8cb2aa83c40855f372638c3ac77d9e,GumbySocial,67,3/12/2022
goerli,0x314de0b249d94241fb9601d77439aeb5870b2da2,ZoraNFTCreatorV1,67,8/12/2022
goerli,0x501ace4732e4a80cc1bc5cd081bee7f88ff694ef,Deployer,67,1/26/2022
goerli,0x1daa098a4718b05f6a298b6e8cc3ed0efd5c7b89,TakETH_Easy,67,10/08/2022
goerli,0x8a61f442c4a8b905d4610c4fff211cf2556c58a4,TransparentUpgradeableProxy,67,9/20/2022
mainnet,0x222d145d78ed722b2b0ca80b5b3f4b629d743562,DepositMasterContract,66,9/14/2017
mainnet,0xb06e1ff89f95699e60e26980a049bd8dff4e6f06,ApeVaultFactory,66,8/23/2022
mainnet,0x27d800f4639e99e61a42711c14a8ceef546acdf9,WyvernProxyRegistry,66,3/27/2022
mainnet,0x30ff719b6931d2d593519fbbfdadc4d052a22122,OneSignature,66,12/22/2022
mainnet,0xceedace70f46091986ca09ac834362b74bc211f4,Create2Deployer,66,3/17/2023
mainnet,0x628df6fbc6b7fc5fccba0c1408aef5d242ea9784,RAM,66,8/26/2022
mainnet,0x897888115ada5773e02aa29f775430bfb5f34c51,WeightedPoolFactory,66,3/22/2023
mainnet,0xd6729319fe8e5c01cd7c4d7494b1484cf70b7ca8,GOTENKS,66,10/03/2021
mainnet,0x8db802d64f97dc6bde4ee9e8c1aecc64d3e7c028,GreenPointLandReserves,66,7/03/2021
mainnet,0x31cda2c4796a44906577bf3171359f17aa9aee87,BetaBeatsAlpha,66,6/21/2022
goerli,0xa784093826e2894ab3db315f4e05f0f26407bbff,GoldEurPriceFeed,66,5/28/2021
goerli,0x646eefbff1bc7b102419e78d820fe69ed2d8ac51,FirstDibsAuction,66,8/13/2021
goerli,0x45368836342d6544f98ff4ba0a136c0508e3ac90,Factory,66,9/16/2022
goerli,0xbbdc84e6d84c9f142b7e04c8c727c008da42ab63,Coordinator,66,11/12/2022
goerli,0x214eb533bbd8c3d5adce8ca3fc8e6ba563936d35,ReentalManager,66,7/11/2022
mainnet,0xe07c344cb6a2af8fdf1d64c67d4c33a133fe7289,EIP173ProxyWithReceive,65,5/10/2022
mainnet,0x90aab6c9d887a7ff8320e56fbd1f4ff80a0811d5,GaugeProxy,65,8/07/2021
mainnet,0x1737dc9bed9046bff8b1a44c67126d50f5de3101,Grimace,65,1/26/2022
mainnet,0xed9ebe18094592f79d589ad489e64076d2d0d34c,BIGREDDOGE,65,11/18/2022
mainnet,0xb243f335ec73b9a373dc6c377bb974e487bd4b9b,Incubator,65,3/04/2021
mainnet,0x5b21ba38a0db91cc43aa7daba778979758e67991,EventFactory,65,12/23/2017
goerli,0xd4a6fd3742f0c14ba6f20806b5c725d0b3ca637a,MarketPlaceFactory,65,9/05/2022
goerli,0xe2d249ae3c156b132c40d07bd4d34e73c1712947,VoteDelegateFactory,65,8/19/2021
goerli,0xddc68fd87c7fe04533565ed24f0870c911152dd0,Laboratory,65,8/25/2022
goerli,0x7f0b2401e709ec8a007ff53a88b8242dfd7a2107,MadworldRegistry,65,9/22/2022
mainnet,0x79e6bc55d801ee4ab1260ba1dfe30680324957be,QBKSale,65,12/06/2018
mainnet,0x7b4e2b0cd6dfead61600647b3958199867277ec2,Factory,65,6/28/2020
goerli,0xbcc1b8b111265116e597c8a44cec86485fcdacf0,TransparentUpgradeableProxy,65,9/22/2022
goerli,0xe0d120c10d376923d89b5cce8d3d472a7efb2ad5,,65,9/13/2022
mainnet,0xd7c70d7d09c94f555dc72601876010b4bfb49f6b,Crowdsale,64,9/07/2018
mainnet,0x25af8d824b3b078a589e47418a95b4388d1552f4,MICRODAO,64,5/24/2016
mainnet,0xf7c38d4d8c0b2c221d96742ffda884ce335dc065,Santacatoken,64,12/23/2022
mainnet,0x6bbca3864332c0fad534b04c99c76e166ab2dfaa,SaleManager,64,9/01/2022
mainnet,0x4f2a8c211de3752fdfe2bc45737509da8490eb28,FundsDistributorFactory,64,4/12/2021
mainnet,0xa7b0892d5fdb3081bd2597eb9400c2a7a4dacab8,xBEAR,64,3/09/2022
goerli,0x9fdf722909b98cfa2e7ce211a117d4813ca8170f,AdminUpgradeabilityProxy,64,4/20/2021
mainnet,0x9b2e81b42907e2bbd2bd76e36ba8ce1911db537e,Crowdsale,63,9/21/2017
mainnet,0x394a39679feadb415384d37b5e2e3c7d568b62c1,Turkey,63,11/12/2022
mainnet,0x6f069b9eab2967723217d320688a00eb2a9fb8fa,apollodoge,63,7/11/2022
mainnet,0x332a209b905646950f0f74a32aa8f3163bf1d1e1,PUPPER,63,3/31/2022
mainnet,0x4c43fd4d11cdb368e2c6ef29db454f7b858421a1,T8EXTokenSale,63,2/27/2018
mainnet,0x4dfd317386f9050be780b9275137d198dc1e8c77,Ashoka,63,10/19/2022
mainnet,0x684b110a6e702711cbc8346f2acf5349b9259c25,BennoInu,63,7/31/2022
mainnet,0xd4ebb5b77fd877a0ce2ebd67c115f347187786b7,Batcher,63,6/05/2023
mainnet,0xa242759664f68e20e8f5c690a70b6116256914bf,GraphTokenLockManager,63,12/24/2021
mainnet,0x7bcfa0601e72ce02181e6fa4eef660874eb0519c,FreeApeCoin,63,4/30/2022
mainnet,0x17f453846e407409c22621d465d2838f7dce22ae,WalletFactory,63,8/08/2022
mainnet,0x4341852389bd149920cae3540dd88031ade8d0e6,MilkCoinTokenCrowdsale,63,11/14/2017
mainnet,0x6cb3a4a7aa5d4ef0f57e8bc94759f6d9c335dd67,babyeggs,63,2/28/2023
goerli,0xd21c98e1faeb8ce19e2126ac34eac965f79b715a,ERC20Factory,63,9/05/2022
goerli,0x301868712b77744a3c0e5511609238399f0a2d4d,PluginRepoFactory,63,2/28/2023
goerli,0xef25d48715db1a4c6457894901eab98f211a51aa,FakeArtMinter,63,10/01/2021
goerli,0x5b161d131f8254a2df91e9382f6e5973ab4ed0f9,StakedLockingCrowdSale,63,6/08/2023
mainnet,0xd9f6873bccfc6b7821825319aec5d18bb3576330,,63,4/11/2022
mainnet,0x499df38a3be830a4c21611a7d3fcf78c189db36d,PresaleGenerator01,63,1/29/2021
goerli,0x4e1dcf7ad4e460cfd30791ccc4f9c8a4f820ec67,SafeProxyFactory,63,3/19/2023
mainnet,0x17b7ddd2962226ef9428313ed62799060fb812b7,Crowdsale,62,9/15/2017
mainnet,0x7f8b1b4b8f05d3cfb30f4cf5682babb1c7dbd3b0,BettingRouter,62,11/08/2022
mainnet,0xa3729bed74bba0ce558ef5b972a58faecb32f4bb,PupStaking,62,3/10/2023
mainnet,0x0745a5689768d2cdd97e4c28f40e71e57f5809a5,NFTTokenEngine,62,8/15/2021
mainnet,0xc7c6d400b1bcf7841a1b5061a4d69525c9aa0966,McFlyCrowd,62,3/31/2018
mainnet,0xe636260bffe02a14e74c1a971bb47c09d62ba055,HardRockCapitalDAO,62,12/07/2021
mainnet,0x3c7948069a141d8777f1854524bb9bdd27f9466b,REFACE,62,2/16/2023
mainnet,0xbb9fb89d8aef7fe563b944540cc1fac1ad4f9deb,TokenTorrent,62,4/06/2021
mainnet,0x37d5427128a189db6634a47ca0561cb262210bd5,Elevate,62,9/13/2022
goerli,0x403351d9a97b48b290bce1bf1d8797812ae527df,GoerliMoon,62,3/06/2023
sepolia,0xb8533a5843aae311f6aa3320ee267181a5954610,Factory,62,6/05/2023
mainnet,0x7a0d94f55792c434d74a40883c6ed8545e406d12,,62,5/29/2019
goerli,0xbe9a5b24dbeb65b21fc91bd825257f5c4fe9c01d,BondFactory,62,10/25/2022
mainnet,0xc480b33ee5229de3fbdfad1d2dcd3f3bad0c56c6,TwapFactory,61,3/20/2022
mainnet,0x20d4d7d2134c600f4873e07d410148e39220a3bd,OpenVR,61,12/20/2022
mainnet,0x2abbd7105f0f73a9d2e71161b6512e32c1a0a2ee,Shibunator,61,5/31/2022
mainnet,0xdde21f8be9e50b9b1165ee302e6b468cf30e4c4c,StandardMarketFactory,61,12/23/2017
mainnet,0xdacae21c76330d56170b8eb9d3a6b302d74013ea,STRAWHAT,61,10/29/2022
mainnet,0x06355a34a94b362f7722c0904e0faf37551ce60a,YGDTOKEN,61,4/30/2022
goerli,0xa5bf2ddf098bb0ef6d120c98217dd6b141c74ee0,WeightedPool2TokensFactory,61,5/02/2021
goerli,0xc5b7103c027160967b430f83ffc64d044edf9550,EtherQuest,61,3/05/2023
goerli,0x4829be5f6e7fdc7b7e38c7a16e6298cb8d6d9693,VestingPublicFundFactory,61,1/17/2023
mainnet,0xa6b1fff3f3ead3e83695458fbd7b61f0efb2762c,GnosisSafeProxy,61,11/07/2022
mainnet,0x63d20bf9aa36b8be580b19b024dd8b62a9f11f3b,,61,5/21/2021
mainnet,0xdaf6b8e70d8c05f440cc7364fe81fb55bd7d07a9,,61,2/02/2022
mainnet,0x5d1e515638053263d46ae4d02e5ede3aa27dbd5c,,61,12/10/2020
mainnet,0xa7f2b177ab3c5c7c8a1e620a5b1fed73e2a56ef0,PaperAdapter,60,1/19/2023
mainnet,0x6b21d79987d97bd653de52b407f0121bfb07d414,McFlyCrowdsale,60,11/07/2017
mainnet,0xac7ceccf97c8386c63abbb7490ec72fe8d2c3363,BiTianToken,60,9/22/2018
mainnet,0x7a95a28ba80d0af4484d8036f81fe6a1cc670d78,TEHBANK,60,8/15/2022
mainnet,0x541996b1c10ab6366125e813640f1f81ec73023b,BondsInvestmentToken,60,5/13/2022
mainnet,0xfd88dc25e86c97a3f0d0da3c65370ef2bf90e31f,AnsaCrowdsale,60,6/10/2018
mainnet,0xa5dc0165b798779ac80acc84c4da4ee77b79843f,EosPizzaSliceDonationraiser,60,3/10/2018
mainnet,0x3b2ef504d6356d31c3ba1447eb74d02c381ad1c6,Indelible,60,11/21/2022
mainnet,0xf8b0f12e935df2bdc5b35a35d3f87cd36715526b,MotoYama,60,1/08/2023
mainnet,0x3dd4d9886ae628ce7fc4ef7b8242fb4703bc9755,PreICOCrowdsale,60,8/01/2018
goerli,0x7a07dbce902fa99b8bd3b0db2bd9c6e6f3b12ed8,CryptosStaking,60,8/13/2022
goerli,0x75bdb0958e2f84b79999a7532437cbd956a43c0e,ArtTokenVaultFactory,60,3/08/2023
mainnet,0x8c123afd9f22dbf7e7538b2e2eae1445fd62a213,Crowdsale,59,5/23/2018
mainnet,0xd3148ffaeacc3ed655103e82f5673c838d9fd730,ERC721AMintplexFactory,59,3/14/2023
mainnet,0xf6724838820fd9c44a06bb5c4da84719ebda6793,PULSCrowdsale,59,3/26/2018
mainnet,0x1334359b7e21a4d3907c9ccb851cac0e0d22e715,CHUUBEI,59,10/13/2022
mainnet,0x98b2920d53612483f91f12ed7754e51b4a77919e,ConstAddressDeployer,59,9/01/2022
mainnet,0xed1a5a5a71859c5eab160d4c9e1eb0d185f925e3,MRDSPrivateSale,59,3/04/2018
mainnet,0xbe38eff7c4bcec8bcbfae683e7fad87f87fa4da1,Crowdsale,59,6/10/2021
mainnet,0x7095dcbeb79d500a630949d139f2b4158b45245e,TehBank,59,6/20/2022
mainnet,0xb8254c5e1cd62bd4979365bb5c81313f0f18e440,KimberlyDiamonds,59,6/20/2022
mainnet,0xe6cd031fb0d9a79fd8cd3035b9228f78ff459b07,LendPoolAddressesProvider,59,1/17/2023
mainnet,0xd3e0c47bdab6e216acfafb3bbf1688322b81c46c,TokenCap,59,5/04/2022
goerli,0xe46a9aa7d7d0947c9da31617399a8a6099f3bed5,ReentalManager,59,6/16/2022
goerli,0x13fa2f5a0aaa30273e32545b1309d30d26343a01,Minter,59,1/18/2023
mainnet,0x695b7297ef2b2b4616616f894a83f78bf62f5ec6,,59,11/23/2022
goerli,0xa725a30da342dfc138dedd848108cb27f4bd0e20,,59,3/18/2021
mainnet,0xbdc109d9a30e21e890f554a6777574d99a3437dd,HamtaroInu,58,7/09/2022
mainnet,0x37aab22019448859fc255e6e353a1baf2c05e6bb,CardFactory,58,5/10/2017
mainnet,0x575af43b9a0554517869640786f627ec054d4489,TSUKI,58,10/09/2022
mainnet,0x05e5a82ad97caf832ca3e53b154f84a8b69dc1eb,PresaleGenerator01,58,6/05/2021
mainnet,0xcd76d39b8979a4025c09dfad9161c83cd21234b2,SafuInvestmentsFactory,58,2/15/2021
mainnet,0xb4ce7c3353a906748f13069f0fcef74cddf161a8,CrazyBrain,58,12/05/2021
mainnet,0x415eacc51dc77e97c6bebb3296d5ffb84cce5d8f,MonegraphERC721Factory,58,5/24/2021
mainnet,0xd57326de401a3b62786fad4a345de28dc77eb747,WaifuBrainCapital,58,12/09/2021
mainnet,0x78cf7525a755f3542a5652fe8eab87c23e910da5,Farm,58,8/01/2018
mainnet,0x40cea40e925fd97461eff60bac06264d195894c0,WagWan,58,12/10/2022
goerli,0x73a37b3eb030cc3f9739ca5c16b7e6802f294122,RouterFactory,58,12/17/2021
goerli,0xe4774e66a956a6cea2079cbda8a75b4ece0d1d1e,Pool,58,11/25/2022
goerli,0x8ca717273212b59f31137b7f0d3583882785c65d,TokenStakingContract,58,12/15/2022
mainnet,0xb4a2810e9d0f1d4d2c0454789be80aaeb9188480,,58,5/18/2021
goerli,0x70849ccfbae45072404828d1d86a7fa5714f51af,ERC1967Proxy,58,1/20/2023
mainnet,0xa7971e2dbfec85df5b29aa21975877959549ce4e,,58,4/27/2021
mainnet,0xd6b3d9e44f767f0c178f60d24fb186ba49bc444a,Slot,57,9/28/2017
mainnet,0x6e3ca63e4047eabb308e6006693fd86290380c74,GigaChadInu,57,7/10/2022
mainnet,0xdf022e8b92451335d79fb740754ce792cbcf4d43,BoneInu,57,3/16/2023
mainnet,0x20623b0135e594bca4836874b9737b4f406768ab,MassiveReflections,57,7/18/2022
mainnet,0xf65c984f166553942c66bcc1fe74cfd3f26523e6,Pool,57,3/22/2022
mainnet,0x6c41b899d1ffc9cf4adc96c6a2df1a29f7bec5c7,GenesisLabs,57,11/22/2022
mainnet,0xd6ab735e3e2a1dd7deae5959d868057c284cecbc,VestingFactory,57,3/06/2021
mainnet,0xc517a08aee9ca160a610752e50a6ed8087049091,PoolFactory,57,6/14/2021
mainnet,0xa173d87a805458612677810b4dd42e865d23a3fc,TokenVestingFactory,57,7/18/2018
mainnet,0x9b9a55096b65245065e65496010aa563177578b5,MOON,57,8/08/2022
goerli,0x3416af01895dea6fb7632ddbaef1690aa5226c2b,GroupWalletFactory2,57,5/12/2022
goerli,0x936e7043f204cd36cd92009d44bf6b8129f6007b,MainDeployer,57,9/03/2021
sepolia,0xd988c070fb107be1e04f8dfdb4e22e71dba63803,DESTFactory,57,6/02/2023
mainnet,0x2fd525b8b2e2a69d054dccb033a0e33e0b4ab370,,57,1/11/2022
mainnet,0x4f5cfeed7d7a55b1e9a0714dc209b15b00f75dd8,WonderlandClassic,56,6/30/2022
mainnet,0xa21185225bbccebb1486b4a264a006c6fc339568,bTR3B,56,9/28/2022
mainnet,0x0961375ed779fe16435d5d430da00a5bac527e46,Presale,56,9/02/2017
mainnet,0xcd399994982b3a3836b8fe81f7127cc5148e9bae,Indelible,56,1/29/2023
mainnet,0x3073b6384e32e103ea4ac09b4b14aed01275bc8f,Moonbase,56,10/08/2022
mainnet,0x5732f7dcec5818dd12ce65bf9f91134d7e28c7cb,FactoryERC1155,56,11/21/2022
mainnet,0x05826aea5e2cb9fcd32cd8487aa53464a23c5ff4,TEST,56,4/11/2022
mainnet,0x849af9678414331e2a703db0f68633839c08237a,Crowdsale,56,2/08/2018
mainnet,0x73d4bd4adf1c7828639c3a707548887279ba8452,BankofDIE,56,10/21/2022
mainnet,0xb8c39ff9f6ab63623f86c0f8b7b82fcd21842ee7,TraditionalBeacon,56,11/02/2021
mainnet,0xda3162d6dc596efbb5f3e1b9f5083352a534d88b,bBONE,56,8/05/2022
goerli,0x08c2be5809feeb1010f5feeb872351eb1e209dd4,Connectors,56,1/18/2023
goerli,0x1fca05f068b1a32e35f32bc3e68226168a06cc74,XENWalletManager,56,11/14/2022
